,artist_name,track_name,song_id
808,john mayall,can't sleep this night,6fdwvUnKiLv3IIAWaLtol0
809,mel tormé,"top hat, white tie and tales",4REDvmUPUTCDmGH6JoLy4I
810,bobby darin,the more i see you,5Vtq6dHdwbjHqifCeSL4d3
811,roy ayers ubiquity,sweet tears,5HVlLcsj0TD0bZiGYQZ7p2
812,whitesnake,love ain't no stranger,7cophW0FqeDEEW9i57WBvL
813,john mayer,all we ever do is say goodbye,5DydMbw2U5Oh1OckJIsniN
814,collective soul,the world i know,1HSVpIU0XU1WuwiBLBWAZd
815,the byrds,you're still on my mind,2nfV43EMA8f0ULADYfiaOO
816,rise against,injection,1wVUjggKup9hP2jd24gLSg
817,minutemen,theatre is the life of you,7l5kOMmACRRDCz2fmGTCtV
819,mississippi john hurt,first shot missed him,7mnEXpBzjbW8dF1OuLBjk8
820,joe bonamassa,oh beautiful!,4NUtmSWusJGMtbwuqWIXxJ
821,wayne hancock,johnny law,5a5uTOmY7kvRUGkqvRYLs1
822,patty loveless,don't toss us away,3mJf0LJWgUhqn7v2fUmw2x
823,little feat,easy to slip,33JZwOt4b0YpQuCYiEDP6k
824,hours eastly,let them burn,157yhuyYm0wY8O1cu10u3U
825,charlie rich,i can't even drink it away,2SMtZMhj2eMJoCgS8iHYbR
826,indigo girls,i don't wanna talk about it,4xy8oQb0lmfsK8QhAKkAkl
827,dean martin,dream a little dream,66Ra2l0vQTGFBcCL8vUwlI
828,john lennon,stand by me,3ntrdR24dLkKrzSGRv1FlH
829,lil scrappy,no problem,4X0gLfG9AtY5Kja1Ejbz51
830,les paul,the world is waiting for the sunrise,36JEJ923q81GkE88VP5WAD
831,bee gees,how can you mend a broken heart,1jy0RbDHyBMTupSdc98XbG
832,the clash,somebody got murdered,6izEYubQaf7odJ46scKEzr
833,michael franti & spearhead,one step closer to you,5mRLJi6U0ekpw5mLSFyxRH
834,audioslave,be yourself,3zwmW1gM4E8FlHXV5nE16u
835,sumo,crua chan,6kGqD94K2oVy5y9T8PuQ01
836,kittie,spit,6zd772F94reUnGHulNeEFm
837,nubiyan twist,figure numatic,3cC4TINErPyxCWtSN9w32h
838,echo movement,all night,04pbWoq4w9DLuECxvXnIwn
839,chicago,happy man,5f53FRJzkiXliPOv4iiXKe
840,nanci griffith,once in a very blue moon,6xO8a3lVqxwZkUZqx40Csv
841,traveling wilburys,if you belonged to me,1Z4heNalZg0ACcM6L8X25F
842,donna summer,summer fever,28sjod0l8HylkyQDY0kyyc
844,the who,"a quick one, while he's away",3SqL1v5qktYFJ3WXGzR8hy
845,larry gatlin & the gatlin brothers,she used to be somebody's baby,15c6FHazmCDlUKixhYY7Uv
846,metallica,now that we're dead,01LODLnhlfNphZ366BqKc0
848,r.e.m.,stand,22UhQSbYimuCnvI0Y07gFX
849,heartless bastards,late in the night,7nIWdmNYM3uxRtCRRZCCbv
850,arrested development,mr. wendal,5DOYik1z3Of1wAFfY3dYbC
851,mighty diamonds,go seek your rights,7k8jcHrpVkWGjAh5i8n6jH
852,daryle singletary,hurts don't it,6QhDfz95hFd7HtZ8FmAF2c
853,lefty frizzell,i love you a thousand ways,5ukHmdUBB1anlKt7xmehep
854,kenny rogers,what i learned from loving you,2oGd3WCPWVqprUUnuGG5V5
855,the gladiators,war,20yYPHauVf0FFLmOYgRNfQ
857,das efx,shine,0FnihOWrfj9DRlgWcbhuvp
858,conway twitty,call it what you want to (it's still love),4hIviGAPTxGm9J37bIGPlE
859,ub40,silent witness,78JpZkoCEhniCtV3QTRekn
860,the abyssinians,there is no end,2AXMGitwouateYXKhBaSjx
861,soja,faith works,5LMx5jWGZs2aUi7P4kwiTt
862,salt-n-pepa,let's talk about sex,6hTBP6QLwJdxbKyLlLXrGo
863,marty robbins,cry stampede,2OmreF99DfVXmBKAP6726g
864,the magpie salute,in here,58gUarIKn9edEI75Fa2euQ
866,demarco,puppy tail,254GHWybHAnmmzB70OC690
868,kevin gates,hard for,0YSTRuZ7elW9CEBfZJW5Js
869,todd rundgren,intro,0IEZI57xAMEdWkCkxOVxST
870,bing crosby,do you hear what i hear?,5aDoUmxBsbdpS16alksb5Z
871,kendrick lamar,humble.,7KXjTSCq5nL1LoYtL7XAwS
872,nas,hero,1NRjLmipYrv39gWoqCl2w2
873,skinny puppy,assimilate,512No5uXtXbhNh7OOz03pF
874,ella fitzgerald,a fine romance,0s0AGaTAOfQnvmGKq54oUR
875,claude king,little bitty heart,5lsOpBwVsFI5rExHy5TVZ9
876,the flaming lips,in the morning of the magicians,4ou3f7jaB41isbJkt6CF2b
877,keith urban,the fighter,5OUSPcqhYTOzpbXzoEvKim
878,romare,who to love?,7iLgYqNYFrztUt3VHqb89b
879,sublime,superstar punani,6H2gjJlwGS4le9EVilrrFd
880,dolly parton,the mystery of the mystery,0loPe5ZcMcwWSmXgoxKQzn
881,dave koz,the bright side,3bEKLydNVwHoxDqIDuxwvP
882,the pharcyde,hey you,3B3lEqSzpAUghMbBqJPtyb
883,dexter wansel,the sweetest pain,0Qlbpljv5ZRlxRaYYnsvih
884,survivor,i can't hold back,46NtQJH1eok28bucLlHqQT
885,the killers,the way it was,0x4rW5jv6fkKweBgjE5O8F
886,china crisis,black man ray,7tbL7tfxXXVK1rPwhVgjej
887,cultura profética,pal’ río tanamá,0QaQB1qBNYpTQBCJ10acJR
888,spawnbreezie,oh my goodness ft. big steve,0ySxHGWdbENkqGdthmBxps
889,lee dorsey,holy cow,58smfvnOg9Wn7koHxsvJ8V
890,ray charles,the right time,1piX68vNesm5gA3ZRM3z6Y
891,waylon jennings,bob wills is still the king,3ZgrRbLGUtmtzmubeiRRIb
893,ella fitzgerald,i concentrate on you,2ewBoLnO91sQcZWpFZcAJU
894,al green,true love,58o22dVoi6lGqdJoMN6qnF
896,alan jackson,"tall, tall trees",0MMdmhfFXpflLBJKq4cdYA
897,ted nugent,magic party,01kajEqjHkel6y36NTFgd1
898,tame impala,i don't really mind,4Bj7sPp72rZs5xZb8Z1RtP
899,bad company,hold on my heart,4WZUWZ8Il8bzeJwPcn2DqE
900,muddy waters,close to you,7bxvSVLeUMtCEi3BdscXUw
901,chris rea,driving home for christmas,3Z3QhZAZpqwZa1phsbQ3JZ
902,phish,down with disease,3B1cnD5CuR6WSN71V7Rlco
903,sarah mclachlan,elsewhere,1hBi66N1p1QyvFTHjnH2jv
904,tony bennett,if i ruled the world,57GQHVnq4UIAgxU38lJwUC
905,tinariwen,tamatant tilay,2vvtJt1hsoxL8LeVX0KiY9
906,basia,drunk on love,2oFMQdhYZUVd63DKRgJNVV
908,chevelle,face to the floor,6sREV6MpLHTqcOmBK5mvYF
909,pat kelly,how long,6qV95w6RYTspqNEZEIL8rh
910,manfred mann,it's so easy falling,27XaO1Nqv2kkDvZRgxS2OE
911,papa roach,between angels and insects,24z528iI9kZu5LbkLainjI
912,david bowie,within you,7e3KM7NU4FMdfSKolIJtMI
913,carl smith,hang your head in shame,1ce4FaaSEAYzNNhzxDMy6W
915,lester nowhere,balcony,5XgPoyXHAjMX1QuJQdUd2P
916,krokus,ready to burn,5LHul3BqTEwaLtHSbXOn5j
917,john mayer,come back to bed,1wU7z5XE8oa66ZvUlYAKfK
918,audioslave,cochise,1TDk2Jmi4dVZhm2dum3Jim
919,boston,more than a feeling,1QEEqeFIZktqIpPI4jSVSF
920,sweet,no you don't,6jCvBgUfwTzpBIMLNKYiGC
921,aerosmith,amazing,60a5c4dDARPsksClcom0OD
923,bad religion,sanity,0KNKU0I1iNOydBWTjbfJVx
924,vince guaraldi trio,thanksgiving theme,0baCR9QLEoMBMDvprSrGQO
925,suff daddy,macrowave,12zHEsf1Yxs7JoS8ZIEQRV
926,firefall,baby,7cJJqEUT3UKMGHiJWFr4il
927,colin hay,waiting for my real life to begin,14Yt3KfCCbtpgUkKPgKJMc
928,three dog night,eli's coming,29k9SMi3bZi1lhbGBLcpwI
929,del shannon,the search,2271qTmPggEs2srV3i4g2e
931,nofx,perfect government,0pe2du168zXMGZJlMcyyIb
932,starship,tomorrow doesn't matter tonight,5P9h9gQlq8CFLRWI4e94ei
933,demi lovato,heart attack,1V6gIisPpYqgFeWbMLI0bA
935,muddy waters,louisiana blues,2nbV8brWogyKVqRhypvzJS
936,america,inspector mills,7kthOEffJQSYAIIh6BEAJE
937,the expendables,drift away,4Jr6bqJapv428kf9X8NDjh
938,the searchers,sweets for my sweet,3L9ydJdO8k8c7yY6aDyTLZ
939,vince gill,love never broke anyone's heart,1zgZ3AOZ44i6CvMG3ocJET
940,jethro tull,my god,1pkoB8ZiZymyyIvaZmKElJ
941,phish,wilson,31xsMCE06e7oJkrdm3lkZh
942,tracy lawrence,from what we give,0keVlWFK1GdVoZgs7rUJAh
943,george strait,he must have really hurt you bad,35jHuMmxegwKtWbWaYFtZE
944,incubus,deep inside,1rH6IEkxIjjm6SEN2J4rSE
945,michael jackson,with a child's heart,0ls2HeVRI2LELC9uk43Kje
946,krokus,long stick goes boom,09ORSynamyltVPUrxJzxkZ
947,charlie farley,exposed,76EMME4l9yqDeCpgOYRoTM
948,eric clapton,lonesome and a long way from home,6CqCILZtsQnTLjjgrDgCsj
949,blue öyster cult,veins,6rOeRjwFiafPC2ABkrbbSz
950,missy elliott,get ur freak on,6zsk6uF3MxfIeHPlubKBvR
951,black flag,black coffee,3897s4XOWQczz0a0FOEiJy
952,eagles,please come home for christmas,3QIoEi8Enr9uHffwInGIsC
954,yes,leave it,3qSlbAE7VfK1AVyxfoHNJZ
955,abba,love isn't easy (but it sure is hard enough),35nk4aQWsYv4WWjDEMJ6ig
956,jerry garcia,space jam,1f4b7RKCXKv9dzw6y4d7St
957,pure prairie league,still right here in my heart,5HZchgrpAreegk6UGs0zHr
958,savage garden,i knew i loved you,6nozDLxeL0TE4MS9GqYU1v
959,meek mill,amen (feat. drake),32UIpKdyGzgTPTO8e5ge5c
960,the wood brothers,one drop of truth,1jOLgkb49AW3ssNKFue5J5
961,epmd,gold digger,1M1DkiVCJ7KURGMkSXrZKh
962,johnny cash,give it away,5ku02wJA6WAbmCTq4lw3F9
963,magic giant,window,2TV9fAIDDJ3dMwJCj1a5pc
964,ambrosia,runnin' away,5O68l7q3EXwILbdZReNVBV
965,current joys,blondie,7sIx70dGj3VBiHWr0KZXfD
966,electric light orchestra,rain is falling,5A1OTrmeDweZFegTTzOMDY
967,new edition,lost in love,4pcweTeOtJdAPnmYCBrKKE
968,lil yachty,x men,1Xpj3QviqIEVqPS2YbivL3
969,"peter, paul and mary",if i had a hammer,6R9LiK1WhfnTvFsVfusdQl
970,tammy wynette,alive and well,0ds1IdD1IEV80lg0L18mkZ
971,alice cooper,going home,4kwuUFo8lGUblIDNbEqcfA
972,richard thompson,how i wanted to,1BDdVN3tEG9QehTG1uaLrO
973,mickey gilley,she's pulling me back again,0wgnnUrp9GnX7QRFIZdWyI
975,stan getz,night and day,6pxtYyPZ0bRGknKlughfXL
976,susan tedeschi,i fell in love,1BFxwXiINo27xuiWzxkG1F
977,blake shelton,straight outta cold beer,0elJ9OdhVl2yp4WJrtg5mm
978,alton ellis,let him try,0esbFMCLPGXSglHyFEUqcJ
979,live,turn my head,3XCVwgeAOhukOIc5DyMHlo
980,little feat,all that you dream,3KYRDZd40yQcvp2XfWCwNg
981,lou reed,romeo had juliette,6tM8cMX9S4AyRd5sDDrzhN
983,buddy holly,love is strange,64wXoxgsQgC4PCKnqfK6f1
984,jimi hendrix,may this be love,1Y6Dv0tWYUP3Za2Es9FUL2
985,steve miller band,while i'm waiting,4FXCf24Rdhv8hTySqZI7iY
986,drake,in my feelings,2G7V7zsVDxg1yRsu7Ew9RJ
988,the everly brothers,muskrat,7JYfuAtvkGkTunMMyDkrRa
989,al green,the city,2NKrjQ6CWIlcQQGoFtusde
990,the miracles,city of angels,4gEPgpyjzXjr0jEbaBNTgZ
991,john hammond,don't start me talking,2R5LeHLqX58XjEnKQfRjwD
992,minnie riperton,adventures in paradise,56RJScHJonXRwzW1tiwFmj
993,the weeknd,true colors,1oGdVdYjeQvojGKDddxLQQ
994,post malone,stay,4H7WNRErSbONkM06blBoGc
995,james leg,drinking too much,6kcZFOY1RVzgtqqiRKRNfa
996,grace potter & the nocturnals,colors,010wMON8ahlPrW3Dl6mBpz
997,stacey kent,a fine romance,22ltjOc5ChCLWCjTjeBzs1
998,tony bennett,it don't mean a thing (if it ain't got that swing),1GERVZcph8qx09OR7Wo1UV
999,bob dylan,goin' to acapulco,3S3c2DmBhih5bOWciUPwLt
1000,godsmack,voices,3GcCAyJ99VMzHiHnVqtTDf
1001,irma thomas,two winters long,6IB3gmytuTAjA1wJWeGXJv
1002,bob dylan,lily of the west,4FzjmZXggX5L2pro52kHeq
1004,band of skulls,dull gold heart,0vHXbhx7snRZucmzjbpy1X
1005,muse,supermassive black hole,3lPr8ghNDBLc2uZovNyLs9
1006,john anderson,seminole wind,0D2jPX7b8uuHfiwGms76mY
1008,will.i.am,i like to move it,4bAFo6r2ODMDoqM5YHV2gM
1010,jan & dean,dead man's curve,2BPEPkeifa5LoOg2Cq9bkx
1011,the kingston trio,"oh, yes, oh!",7LIunWjL8aswDu0dIkvZWs
1012,daniel caesar,superposition,45PxuJqJBnPXZKLxoo9Apj
1013,jeff beck,sugar cane,28jRA2mZ4J2YaUmSroYpF6
1014,katastro,angels (live in studio),5V7kR2whvCp0TPkJ71LTpG
1015,radioinactive,left handed cigarettes,50VmHAA75eis870UrmY6Bc
1016,the black angels,the prodigal sun,23WSlGuBoTSyp8YjZzPSgR
1017,88rising,midsummer madness,6TodWdTSDfzwgYynTZSvJn
1018,doyle bramhall,life by the drop,3qXcnzcNx45bXlWJzD730w
1019,elton john,(gotta get a) meal ticket,5jMHhjn0ijWcz1WapsnoHb
1020,ub40,watchdogs,0dPDHAAgCN5fpITPs4ydEY
1021,joe pass,nobody else but me,5z7KX2OZDPdxcNCwfirE8y
1022,quiet riot,bang your head (metal health),7kFMBTOVe1fBGI5PefWyY5
1023,louis the child,love is alive,1nMKEA5cstslumoTJMVjIu
1024,jaymes young,habits of my heart,0elXIl26ZrovBULLTrEGK6
1025,elton john,tower of babel,4uvehZNI8BxnmBOlG9wmVn
1026,paula abdul,the promise of a new day,5m8xVZhlM7E2mL9uuxZpF6
1027,wire,mercy,4jyZHdfC75dIxqJgovAYKv
1028,grand funk railroad,into the sun,47DNLshKyfpfa9p6Q57sVH
1029,tim mcgraw,she never lets it go to her heart,1dZRSXQzK9y4FlV7zgKBb4
1030,hollywood undead,i don’t wanna die,7kEcHKsKY7Bvj8QbNF0RFi
1031,old 97's,every night is friday night (without you),0EDIRMxCC8ByrL1Tk0LP7H
1032,a perfect circle,vanishing,2XCFlSBeoeMmP1L5jBqnqb
1034,uriah heep,high priestess,4MtpI0iGIlBySp5KJLp5Q0
1035,ronnie self,big fool,10NKz3n7v1Js6u1QJIL1qV
1036,meshuggah,monstrocity,1vRtCw9u1ceYFfVhcBBV8r
1037,nappy roots,country boyz,6ttNMmXcEXz4G8PUs4Atpx
1038,sarah vaughan,whatever lola wants (lola gets),1opNhHzl7YYxo1szmZOLAA
1039,tesseract,of matter,6CfwYtEnSDgMxosLZ5Vbiu
1040,waylon jennings,foolin' around,68cB6GvBTKkxDIoJWVUb8Q
1041,gilbert o'sullivan,too much attention,0k4V4I2SgUgUpnjbZZAsQm
1042,gary bartz,need your love,485n0T3wbNuA2KdaQ889kg
1043,joe nichols,take it off,5YAaLzD6KKGeD1iHVfGupo
1045,phil wickham,the secret place,1ZwyRRW5zGjt9gGOwSO5YM
1047,milky chance,cocoon,6acDlNeA06MCVCzsTVGr9V
1048,shaggy,get my party on,2UBdiNO7Up6ixXjLUW9Vds
1049,ac/dc,breaking the rules,1W0rNaAXmNzvfgp47JzcVQ
1050,michael martin murphey,love affairs,7w1SIcywoHZ5jD1QEbiWoj
1051,alabama,keep on dreamin',68Dw31WgtmuN6R9ZqYW6O8
1052,denise lasalle,"right place, right time",5hrxThzFwXQOb2UeIgSIBl
1053,j-kwon,do the stevie,2QZXhDBcaNrzLBGZfp8an4
1054,mc5,call me animal,4y6HM8sGfhSqU8qa6DdWOv
1055,ricky skaggs,hallelujah i'm ready,5W3lGYtD3s5wtXK5nPAtyz
1056,the tractors,settin' the woods on fire,6aP6XO0oCeitDBeV2ZZbpk
1057,vybz kartel,bet mi money,2taU9obeNJpV0sDiiu3oNt
1058,the mavericks,things i cannot change,3xyIMcTIUiKYaonEpM8e2p
1059,godsmack,immune,0Dsh8QOcNffWgSVcAnezUV
1060,mike pinto,surf tune,3a8P84MKJgK4deiRxWdMyu
1061,the doobie brothers,no stoppin' us now,0QyVMBMqqPeswoiWZOYDkZ
1062,rise against,give it all,6TTBhxnb9NYT7cz6aLOkBy
1063,oingo boingo,grey matter,2EpPgLaCzXNp49ZfiX4GMC
1064,bumpin uglies,bad decisions,306ofuHiiuU1HxvVDDvYkF
1065,the action,in my lonely room,4wN8JTdmoU1rLLXotGJZwU
1066,rage against the machine,people of the sun,3QjQp2bfAvLTCSi8Zhzqis
1067,blues saraceno,when the devil calls,3CqdEcYe3xWopkzxQxiyIK
1068,billy currington,walk on,3xLGCP1IbxbA15StxqQes4
1069,the avett brothers,st. joseph's,40vchayv9Vsd9SzRYs4yrE
1070,the jam,thick as thieves,2GfH4yaPhlpNYO4adUvM8j
1072,asleep at the wheel,walking the floor over you,59qOnMrdjWRcuJ99RmD8IA
1073,long beach dub allstars,my own life,0J7dUDxby6RWd9BJiDDjdn
1074,bob marley & the wailers,real situation,6d4B82vt7pjdzumBmV6HiZ
1075,between the buried and me,parallax,5GoOXx2O676br7DKLO6GLr
1076,snarky puppy,bardis,7pQhUYUk26ydVOhqjBjgBV
1077,the ventures,gringo,4RQ9VTqpXs1yIV5OXHNSdQ
1078,lavern baker,i cried a tear,28dTB69zJBpBIiDH32Jp1M
1079,alice cooper,wind-up toy,2okxdnOUX3DWjcTnefO4zt
1080,halsey,castle,16w8ZGVSjI4TlTLV8VimBY
1081,say anything,a walk through hell,2wYxDCMRYdnMnMQRRFIKGR
1082,g. love & special sauce,making amends,4NzjqxlAUm8AdEHZmuaYOK
1083,the pharcyde,the e.n.d.,3KTmCCpudfR8soDccvKZxz
1084,ella fitzgerald,but not for me,5npY3bho7gABi82R5kfJHp
1085,aurora,runaway,23rdcrD0Eky4vYn2TZidxJ
1086,kelly clarkson,piece by piece,3KbFtYPyVP6C7BQVgH2cCf
1087,montell jordan,this is how we do it,6uQKuonTU8VKBz5SHZuQXD
1089,david allan coe,pledging my love,64gssY4L4pIkdFXuFSgIUD
1090,egypt central,citizen radio,5Zs8pdS4bgBqX3uSTdvNQY
1091,the clovers,devil or angel,3CRDbEEHB4hMOKuPj9fwSO
1092,eisvoleas,ichokratoria zontana (soundacracy),3JsRAbJGWcOtnQdpeoGIiK
1093,my morning jacket,if all else fails,79Uv0inKg247bXpHsoEP22
1094,jean shepard,hello old broken heart,7KFQ9mfiVmLYBqnYwPBh1w
1095,john lennon,how do you sleep?,7xsr2OppItxPB4whucYr2G
1096,popcaan,traumatized,0bQVLgscgHba1q8aSlMEtt
1097,the fall,copped it,2a8MDMHcCvIsMj1TSOuY4y
1098,cultura profética,¿qué será? / ritmo que pesa / suelta los amarres / revolución en estéreo / lo de más,09BZvRoyzf58jpjBStkEzg
1099,dan fogelberg,old tennessee,67yPYExTCJr02lltxO8jFC
1100,johnny cash,rusty cage,4VNvzf9nHWAZBHAJxfzVcy
1101,jethro tull,cross-eyed mary,6MBZyLisOWTChcevgFqwVr
1102,bruce cockburn,pacing the cage,60HUmFVVRpRdvu4x7tQ05a
1103,greg brown,just by myself,6Prxac3TjnVGvjfUZUI0QM
1104,ub40,madam medusa,6U8h0MbiR0D5nhlWDRn52S
1105,nick cannon,gigolo (feat. r. kelly),1T1ZUKX4X87tVLaBGjwFv4
1106,lucky dube,together as one,60FnGIRE3odaPdnvDqDutb
1107,possessed by paul james,color of my bloody nose,0b7CGSAoMwNuDJdHmOzMMB
1108,johnny cash,the loving gift,2mo1Nfgp4MV88f90tVkv2e
1109,bring me the horizon,crucify me,2WibHTdUH985Caq9y1RYAV
1110,eddie rabbitt,you and i,7sWlOFUnQShNdxgk1B0TuW
1111,the go-go's,he's so strange,1rOt0s8yrvc7gmx0gIiuED
1112,sam cooke,just for you,3yMIZr12N3iOWP0AN8Tia9
1113,dionne warwick,heartbreaker,3iMLRCGHLQ135LtMjKLkO8
1114,del the funky homosapien,mistadobalina,0KQd3QY1Y8zC2rfO4ZBQRC
1115,santana,freeway,6WMLtnkcpMsmMz0gjaTBm4
1116,audiodub,tahoe,2mZ3lIYkJ5X3CpvG0jw8ma
1117,mac miller,brand name,6ulzLZnp6Y2TVLh1inckeJ
1118,shirley bassey,till,7iW0MmzRAwPJU6doG5yxhc
1119,big daddy kane,'nuff respect,5RQHGlYSMzd1qZajTDn4fo
1120,stephen stills,the love gangster,6c6HkEqekyzQ1nAL89AQl6
1121,trace adkins,(this ain't) no thinkin' thing,44YTMbU3aqvE7q09rjyUb3
1122,chad & jeremy,yesterdays gone,45ZJ3D6n5xuwazHq3heljz
1123,reks,unlearn,6hNCTjKaQJxI6QFDk1fdXg
1124,roberta flack,compared to what,3ZTEMmFm3FzfEtjqJN32c1
1125,scott walker,if you go away,5dyO8mnNmFqxDjgl3QzbM8
1126,switchfoot,this is your life,2stnUIKHtPrG5Hde3wqQc2
1127,the flamingos,"music, maestro, please!",0zAq4JmAHtPIxDi4WwBwig
1128,hieroglyphics,del,24rpBMW7G1dmu5F1Nn7nrk
1129,toyan,bully dread,0XqsD2Cq1j2jmLuRh5Mk45
1130,tool,undertow,4Wvnm0J3Zz9cmMdEMMghGA
1131,willie nelson,i guess i've come to live here in your eyes,6ynZJ9dR48FB4843nPpE1O
1132,tim mcgraw,tears in the rain,5GC6XwuiVyFM3FG4d1XVjv
1133,the mamas & the papas,no salt on her tail,0jrfuyBnKk16JbIyhqmVxr
1134,alice in chains,i can't remember,4aSCbMw2Nw2eQkJ0okcp8q
1135,the millennium,i'm with you,37Vr3KAv4W9G0r8ENfISvF
1136,garbage,#1 crush,08L1WAtYQnsFBoZ3MEBkYV
1137,brian hyland,sealed with a kiss,6oM4ryXpuZmbFfBv2sEe7v
1138,the all-american rejects,"swing, swing",003FTlCpBTM4eSqYSWPv4H
1139,lil wyte,blame it on da bay,7Cr8kfJqWkctO2NXOHMTZ9
1140,harry belafonte,a day in the life of a fool,38u28PUFlHyWuxhlhlUbdv
1141,the cascades,rhythm of the rain,7GHf8dQ2wA71wYOuRsQCZP
1142,loon,hey woo,4PiLbvpOPhT5s5hX5YpxvN
1143,michael franks,how i remember you,5kHvcG1X7sSnU2V3PDo72z
1144,the dear hunter,this beautiful life,68j5fpsgMCHIx7BX0Y9VLX
1145,breaking benjamin,rain,2ehkJlAysINP3czoqaklyT
1146,billie holiday,violets for your furs,78bQ9c4Cu0FFrQXYUVJ41z
1147,slave,funkentown,7MVRQbEaJQHSdXSp7lHndP
1148,bonnie raitt,three time loser,0RfPgYzVnZSmaJNWzg10OP
1149,fats domino,your cheatin' heart,0HW7y6occpwYdXhSrMrKGo
1150,tracy chapman,matters of the heart,5DPH67FwVR6y2LwFHKfFpB
1151,nuyorican soul,runaway,5mL3zJy9Q8yOGU8nsq4uP3
1152,gord bamford,when your lips are so close,3WWNOzVivmz66NJtyWMuXR
1153,the sound,where the love is,2vnwHccJKJRxF0Ms3tZ2FD
1154,pepper,the invite,1haphkNoLWQwwhYgMEwblF
1155,the beach boys,all summer long,7Dq4DIHxstJPuoZAkP4885
1156,korn,clown,3TZuUaGjEtyAiUM9iM89ff
1157,jordan rakei,nerve,1ILjlFp11FmsyHMqwoUH3h
1158,johnny horton,i got a hole in my pirogue,1BFNjEQMUv6QAfA4YWGzFs
1159,the ventures,mexico,7mjhAcJjRudi8ifUhN30ja
1160,kenny rogers,crazy,1Cg8HzQLJ4rjjXprgotjJj
1161,charlie palmieri,sandstorm,7eKUNeeSmJ7aIfE19gRTjc
1162,black rob,pd world tour (feat. puff daddy),0y9TBnBwq1KDA2n9zLxn4f
1163,john lee hooker,sittin' here thinkin,5HrztaUeeQaraA5IsBWzm6
1164,ted nugent,stormtroopin',0jeQNQBZ6YAxOauixu73an
1165,laura nyro,eli's comin',5IsYyIR9Cp5P4r3NS7fnFR
1166,guadalcanal diary,litany (life goes on),2Mxo4rDzbZey2i9mAs9nM1
1167,kenny rogers,love is what we make it,14GbMuej5hOS7VBHQkXQsQ
1168,mac miller,smile back,6F9nsukvVbVSVGPCjrnHW4
1169,system of a down,boom!,5en63QU81VfRQIsoqBcfde
1170,george strait,round about way,4Rjqeagb3KQcVm0WLeb2du
1171,david bowie,watch that man,1vlcWaJV9hGbiQMbsh2d8t
1172,simon & garfunkel,"so long, frank lloyd wright",4zYloXZV6NwiwXenBTc9DI
1173,cute is what we aim for,the curse of curves,6uzuW7L1t1UhnzbfXwtMtQ
1174,changing faces,g.h.e.t.t.o.u.t.,13XNjh0UY5LBsICcoHUdxl
1175,mary j. blige,my love,6bEsryiuKVA3bWjWFwJX4y
1176,rainbow kitten surprise,cold love,02ag51uxrMyesCjFZvGkGQ
1177,styx,queen of spades,54g63GAn77x9NcjiLzy7cW
1178,arctic monkeys,my propeller,2hmHlBM0kPBm17Y7nVIW9f
1179,the smiths,unhappy birthday,0LQBVQgU1NKDMigWel9fyv
1180,"peter, paul and mary",going to the zoo,7KIBXghDYbhDtB8rrd815E
1182,russell dickerson,billions,1j7QCIAwxlu0t1iZDLK8xz
1183,tears for fears,swords and knives,4qEyJvBGyOJcUJHoZEE0DR
1184,delaney & bonnie,comin' home,7ad6wbYbJEfYsrEKSGmOzh
1185,brian mcknight,the only one for me,29z6nESQsLBgtJkUXOJvGN
1186,the charlie daniels band,the last fallen hero,2YNddX4EViIjsJGbO2DXru
1187,the black keys,breaking down,4s7DGDyfSty3AS71Xrtt1D
1188,vince gill,if i had my way,4y7bBnAQ41LLBCgAjNwBRT
1189,godsmack,faceless,2ZZq3rtDGHa6SAjIjF0a9Y
1190,phil collins,no way out (theme from brother bear),5wkeuyd8h0oEbfE1Zop8Bt
1191,"peter, paul and mary","i have a song to sing, o!",5t62tjXwtGTt0NsE63GFvw
1192,pixies,allison,0Lx2UASwFBWFSzPKBq3d40
1193,jah shaka,verse 1,1ZEYJfJV2mhXVbwkQWOWqG
1194,louis prima,the music goes 'round and around,5bCh4ENbTfjZoB2UWoCX9T
1195,pablo cruise,tonight my love,7LfLrnc9vbIk1cNhStTeUo
1196,the birthday party,"6"" gold blade",0DLIKg2ZFwpBAu8nFK7AWE
1197,stone sour,gone sovereign,7c3DfsUMhDTnf2JewbfU8w
1198,ella fitzgerald,blue skies,0SIzIfR6913S1oqTbyg8YC
1200,dusty springfield,son of a preacher man,7odHgoLFi3GQ90E9PeraI3
1201,depeche mode,halo,2XVGfOXvRWy5QP2xPGXvZj
1202,korn,make me bad,286ek1kspX7VFaheXFSvPk
1203,glenn miller,beat me daddy eight to the bar,7fmRjPxseWUZKJo0yxv4aI
1204,elvis presley,wooden heart,5QWQ9ChSbNDTSx1iZp961C
1205,the kinks,where have all the good times gone,3rWcgEZnXToLCz4kROHdfv
1206,the animals,many rivers to cross,2K1g6ZjdpC7ulpo3WN76fW
1207,dream theater,panic attack,5axwj3ekvw85989jjO8Ov8
1208,the righteous brothers,for sentimental reasons,4z3oD497102NEsIuQsoKn6
1209,owen gray,please don't make me,3UZvXLQg4rtj1SI6Jgm0Zp
1210,brand new,good to know that if i ever need attention,7E5GuDVoXQSYHnYPQcbLll
1211,midtown,give it up,15VojnPQuAQleWQCBkcS5i
1213,eddie rabbitt,years after you,2G1itcyIRusjakL9Jan2DK
