,artist_name,track_name,song_id
403,blues saraceno,devils got you beat,4wgVwhGGBghHADrwfgOBEX
404,talk talk,it's my life,2WDEfdxBRrLXxBmabk6vOJ
406,ella fitzgerald,glad to be unhappy,6u8NlrEisjuQv3jPuWpHI7
407,ella fitzgerald,dream a little dream of me,78MI7mu1LV1k4IA2HzKmHe
408,sister rosetta tharpe,when they ring the golden bell,32csDpGNVJu6lEP77Bg5FJ
409,bobby vee,rubber ball,35gkASz2Cb1VryMGIuEPjX
410,don mclean,crying,2gjQdYRk5A17t5pNxQXmuN
411,otis taylor,resurrection blues,4xxo9sAIeVTKIvs0iehYqG
412,k.d. lang,i'm down to my last cigarette,2BWMvuYVHM9Mvir0u7QTLg
413,baillie & the boys,(wish i had a) heart of stone,1FipIh4nPa9zKMspunsj7M
414,timbaland & magoo,drop,5ra5c4NPCA4szK6hBbMs4u
415,luciano,never give up my pride,02oflbh0MIscBQ0roJdo18
417,led zeppelin,carouselambra,0YZKbKo9i91i7LD0m1KASq
418,bing crosby,silent night,2JwJqDEqC5IPl5bN3klNHD
419,the black angels,comanche moon,0nwfRPqSPKxrcncIbOF2DJ
420,popa chubby,sweat,3QQH3sINjCT91WavuMwn6S
421,pennywise,rules,767rObQPgUNryNEu7HBnqq
422,pet shop boys,always on my mind,2SWn864dJI5RNyrp3F4Kp1
423,avicii,without you (feat. sandro cavazza),6Pgkp4qUoTmJIPn7ReaGxL
424,the dells,love is missing from our lives,5wr0w6LR2Il09Wfp6O2zkT
425,charlie hunter,creole,2W1wZG52PIlXihmHnNXE1G
426,john mayall & the bluesbreakers,it ain't right,6moGMWt8K47pryh8li1YNF
427,whitesnake,till the day i die,4YKpITTA6i2jmY9JlRWgOm
428,vandenberg,burning heart,6mVJRgyXJ3eAy6EViECJyW
429,ella fitzgerald,a woman is a sometime thing,3mIPSwEUWnDuyD4LWl7KNJ
430,the duprees,the sky's the limit,6J2YaJHDghkEFAEq1hui3E
431,bad religion,yesterday,10ulbdcVA6ptYfxbEYpAah
432,the beatles,tell me why,0Wzp5pWPoX0YoBg002HXL9
433,wayman tisdale,when i opened up my eyes,402QvyQvmXEEqrYvHP3bZK
434,al stewart,sirens of titan,395ZYCrLELWM3MtMzGskaF
435,sun ra,but not for me,1WwO85Z0H144SW8RDSTmCo
436,taylor mcferrin,so cold in the summer,3ItDoNvHxDeCGPzqHQNSjl
437,merle haggard,silver wings,5DMGnZllsLYdfd5dvia1bz
438,(hed) p.e.,raise hell,44WBNnkJAtTEWIkmrco6Mv
439,marc antoine,latin quarter,22ZHATFd20i0h5nCkJIDgp
440,bob dylan,to be alone with you,7CuCP5OoLH77hJTibZQE4r
441,michael franks,monkey see-monkey do,65LeJBEMVBGJ8u68Cw8LXZ
442,collin raye,a bible and a bus ticket home,3bjCcWDx3IdJRUcATZt95n
443,placebo,every you every me,2Srd8Jgif3kc6ou6Z4pSYJ
444,david bowie,quicksand,63PgfGFgAZUEzwGouciEC5
445,burning spear,marcus say jah no dead,25CZJ6UB16xuDXMQulPwtt
446,the gun club,preaching the blues,4O4WrsiKj5fXuCs560vT2l
447,ted nugent,"workin' hard, playin' hard",7rxcvBPJP7mShFfsLigSWW
448,whitesnake,victim of love,6qFn9wdfeRYwOkYSrUt2Iz
449,jah shaka,school of dub,6YAIC7MUa3F0KoqsDgkfPC
450,incubus,out from under,6PPhdQDlCx3SbVYkKMlb74
451,labi siffre,"crying, laughing, loving, lying",28UWzdVYFe36w0GwDJlIwJ
452,slim thug,diamonds,7iQ6KSGUeYY54zVpS6nn1b
453,the dear hunter,what it means to be alone,7qoevFlh0HPPt3mJXoTJoZ
454,wishbone ash,handy,77p1lFItfo02snfx5carb5
455,papa roach,blood brothers,2Ll44WxlG2eiqL6NtEnf8M
456,311,hey yo,2dLAN4OozcSRpuNtVXJtnz
457,the blackwater fever,the blackwater fever,2ltnjqMLJJz9MsXLJ3yLyt
458,black rob,i love you baby,024h9MejLt7khAKIJ5rOif
459,vern gosdin,stone cold heart,5zQLjkuc2TuFdYE6NhmqS1
460,"bobby ""blue"" bland",i pity the fool,4Nxid85fmQidPAY1ZD8Bo1
461,alton ellis,breaking up,56dg6Wm1A3pKoSfOCaYr8H
462,fleet foxes,battery kinzie,64rUORJh4zikFaieRu9xVq
463,genesis,second home by the sea,1G9jeUXQNewsKfYPAMdLPj
464,michael jackson,you are there,3mnVgyzn5HC7Sqkn3B5zHs
465,billie holiday,deep song,6Tbyo6GAgUWuUBrUrAnC4y
466,rihanna,california king bed,1NpDnkQO0yWxTtntrC0UNz
467,yazmin lacey,marie,5FwfZ50EhssASpCHcgnGvd
468,ray price,born to lose,09kdyHIeoJreAxzQgWnj1k
469,alice cooper,gail,579ilCA4Mq7t8UCpkFtYYV
470,robert cray,where do i go from here,2UVkhMbd2T3lV4ftEgy4Iv
471,crystal gayle,ready for the times to get better,3KtCCE9JqkfNE4Ld3jFVWE
472,tanya tucker,if your heart ain't busy tonight,70wFqhcAURVcjgMMx6M4ak
473,ronnie milsap,i might have said,3yZTUB7FAoQG4PZq8cKyDP
474,jon bellion,hand of god,6ej9jEXBeQI7PTbx68KHfi
475,joe walsh,alphabetical order,7EMZSshbiiPkhR12fwOt0C
476,lee ann womack,the healing kind,3XtwqL0pHwxVPrRBJnOauD
477,primus,too many puppies,30dxVfMjlhBY6fXo3ThhJM
478,neil diamond,america,5mY04rUWixYG9amFzMJDhI
479,miranda lambert,smoking jacket,7aqLcSYNyo7zHNCdL4X1y6
481,dan fogelberg,only the heart may know,2L9PjIRJJ9I6yTDUtUKVcf
482,the heptones,in love with you,5oUSGQNbFO8VpGb8j35MUu
483,don gibson,above and beyond,3XNwaKqSnAirzXN2OQGF3d
484,oscar peterson,bill,2VnrlK8fagFRb1SF6p0S6g
485,judy collins,bread and roses,1zBpuHWodpDufPON9nnxLY
486,faith hill,it will be me,3acRlI6blIFTqSLdPNoWPG
487,afi,dancing through sunday,4O5GKVbnQ8U9BxYWu0hIug
488,roy orbison,the crowd,2FNMqr56jFSLyI2GcKgM68
489,the flying eyes,bad blood,0QDtN5ifLue8gO7DP4HGyv
490,coldplay,politik,0u35Dpz37TY2M2j20RUdMf
491,champion jack dupree,ain't that a shame,3VKs9auDQSkcN0EWZrQr2d
492,the black angels,the sniper,3tX4hDnn0n6B066kOFmziQ
493,rosemary clooney,mandy,6TjpGzKvek8CCRa8xwxXDm
494,james cotton,diggin' my potatoes,55Mx8N3JKrvr6sjGRIBfGL
495,sonic youth,androgynous mind,0B0KaRWxOGlVkumLXIBluG
496,cale dodds,what we gonna do about it,3yplsfpJxafV8aRe1XA7yL
497,the black keys,lies,2scIG4pnqvCStKHTZiWB0V
498,mikey dread,props-man style,0IiMne2pv3yBkTnaJUUwNA
499,jane monheit,a time for love,0Oho1Elt6nNyiHZyZR8OaG
500,diane schuur,teach me tonight,0ijZ0j6YDhfOiyTg21uZEZ
501,peggy scott-adams,"part time lover, full time fool",0WPc1cvp5VnzNxJxPxQ9AS
502,josh turner,nowhere fast,5CEShjK3uYlUoH9tPpgk5w
503,herbie mann,one note samba,5xTt7WCmlfdSa9aP3MV56A
504,glen campbell,god only knows,21y4MAL3qi5rjUb5IIKqrx
505,jesse & joy,la de la mala suerte,40qGH4aiVeaFW7qIPCyTVa
506,don williams,lone star state of mind,098h9BfQHAky0Wo8NzhpOq
507,connie francis,i have but one heart,6sk6bCM7bhpVIJPSXjv1rr
508,vince gill,maybe tonight,6CCG3ZO0TS924yKQXDmZgC
509,bette midler,when a man loves a woman,5VAb9PUHC2VgVtyjWAatsb
510,all them witches,open passageways,1gIoIq3RF1wl3Pp6d1Clzb
511,culture,elijah,63hfQB7oePVNI5mSuWklNo
512,george strait,the cowboy rides away,2HjRPTUazr7GjzLnmqdsXi
513,glen glenn,"dim lights, thick smoke and loud loud music",1bx8CKOpJ6qHmjUtqvMiHj
514,ella fitzgerald,strike up the band,2rxE0Ip61QUYXyszQ5vb2I
515,phish,friday,53bpRfVMHVSORk5HpzMtB4
516,blu cantrell,hit 'em up style (oops!),4zYTZvtcww7OWKie7fxA9E
517,dexys midnight runners,there there my dear,7sZa3zvNoLZI76DNhxCbeD
518,outkast,e.t. (extraterrestrial),3HTaKftetB9nQ4Vv3KnmvU
519,nazareth,talkin' 'bout love,6TlSCetIwAdJHiyenbI0xu
520,green day,stuck with me,0CXOYEN8m6MuyVY0F1vJTb
521,dave matthews,gravedigger,049Jkya24EvBHX1rUb96V8
522,richard bona,kalabancoro,0nj4U1atLpsFiimJSZu7Qq
523,eric darius,goin' all out,64bOHAVAipEaL9KSvBIl34
524,beastie boys,jimmy james,2qqCS8wH4FNtgH7kVmF8Ub
525,avril lavigne,i'm with you,1yvArCvZLTHiawRdWKSAWj
526,george jones,multiply the heartaches,7b1H2bjhBYkiqmupgYL9KN
528,badbadnotgood,ray gun,0spc6uqlps0sz238P6CHoV
529,iration,home,1IAU4jsA3rOtmZl6t1nL69
530,prince buster,big five,74AYr2jEMxdPHIMZJvlTgR
531,david houston,from a jack to a king,0cRmdEwmuWPcdjTprrZyFl
532,the earls,remember then,7bPkugM3pcS49I0b1UJP8Q
533,mike pinto,a thousand years ago,4AIe3sG96eYefU5QVbN7H5
534,the saints,follow the leader,3YAwL2vQp6TK6PhQIbtbOe
535,sensi trails,she love,1heVWF8ZRGHytzkprd8rj8
536,ella fitzgerald,into each life some rain must fall,5KbW7FzoHHQ7Stx2feIXTA
537,the police,one world (not three),61vPMevL4UysTHUKAEbV8j
538,chris ledoux,so you want to be a cowboy,1rdmfkLroz0Ndm9yVmhbFj
539,blind willie johnson,i know his blood can make me whole,7r7NaawVVbk17eUCNnI0u8
540,creed,what if,22bX2FwXSvG49G0bPWm5nc
541,doris day,"ready, willing and able",3f58KSAwTMsRl6zAWHAR11
542,cole swindell,somebody's been drinkin',3OBHpK5sbRBj3xQLCFcBLt
543,tame impala,slide through my fingers,41AAlcWHEcqRJIoltPPuCG
544,ray campi,the crossing,04IeGLe0k2QmXzTt5bmMtX
545,van halen,feels so good,2zkZcJD7k5IEAiXop6BUkg
546,swingrowers,the queen of swing,0E9lk1H6Nvp7Ta6KolNELb
547,nina simone,in the evening by the moonlight,3lNSX9MR9pzgqKfype7exU
548,night shield,the night away,1kEx0zLD9UhkOSSld3hUYm
549,frankie lymon,diana,05l1lzf4SSeeKWx9l36f7h
550,little river band,no more tears,2iBXWpYsMM1TowNOD16sVY
551,duke dumont,ocean drive,4b93D55xv3YCH5mT4p6HPn
552,ufo,give her the gun,3RkTzoEHe1md9i549rJQVz
553,george jones,a house without love,4WXNawopADYDqDfHHcAiUP
554,freddie hubbard,the things we did last summer,1cfMdMmJqBlLn4auevv0iB
555,whispering lion,you ain't cool,3ox2BrDJFuRDlq3lHY2kyD
556,priestess,lay down,4ltXPf327ewFdmTPp5Skow
557,the who,the good's gone,79534UgfcUxAbzLt6zLh08
558,bob dylan,masters of war,7xVpkVkd1klTzLJEysIR7z
559,bobby bare,music city usa,7DhR8yesM1hsw3EymhzW5Q
560,the kingston trio,coast of california,3pojMN6t7DvDSmVMU8cfsG
561,warren haynes,do you feel like we do,5mE4VHS820j8N9vnGlALmg
562,panic! at the disco,impossible year,5j9yOfRB2s6OMS1YwwYiMw
563,bad religion,i want something more,1zGQ3I71GgkwLytzEmi9Wa
564,chris knight,cry lonely,506hY0WGtPnQcNYt1pZJ1i
565,tha alkaholiks,only when i'm drunk,2XEDvwzY9TymhYPqi2y0GL
566,minnie riperton,seeing you this way,7pAtHdGQONucpN7PJfnXLu
567,van morrison,these are the days,0qyAgwtnMU6AOszUw0DWTe
568,willie nelson,funny how time slips away,0hXHpNiW5dHv21aUhYDEnA
569,don gibson,do you know my jesus,1ca1bHaFBBKYLKvRmOuRpP
570,mobb deep,out of control,48WNDBWPqyaVx69otdQ9Lg
571,gary puckett & the union gap,"woman, woman",6kni0aRaJX8NNu63sfKTmr
572,rob zombie,sick bubblegum,1cbNBIrRWP4PlJeyjb7ZmT
574,thievery corporation,strike the root,0ckuRLjCOz1xuK7DxE7Zks
575,conway twitty,hello darlin',6vmAgl2y9MpoZKrVUXrPe5
576,corey smith,bend,4dskPbdHR8PTL122wXMpZB
578,bunny wailer,get up stand up,1HrnYddHKVUQl72KIS6BKf
579,johnny cash,danny boy,5o4SqGekEfvdkNuOVx5d3S
580,b.b. king,joe cool,131Cn3DUEl3y5ntnIVvNhq
581,will reagan,set a fire,3LSna6W1dRf2QbsUgmRoFf
582,the ethiopians,i love jah,3OhD7uPlcS0uJlZgvEWs9N
583,bo diddley,bo diddley is a lover,5uBzy8sOFgWdgA8ubUwuiw
584,johnny hates jazz,shattered dreams,5KXKhCfPNS4342ly8tTf6w
585,the cure,to wish impossible things,1lGA1yVlhvrbyPvQ9tiWPh
586,yoko ono,"sisters, o sisters",0dtrZqWXAMjOCk36dwVSIk
587,brownie mcghee,walking blues,5QSmrz1EXxcAgytGCCXU0i
588,cardi b,ring (feat. kehlani),5DfWF0jqMgZDCiu9zJENTA
589,sinéad o'connor,i want your (hands on me),3FwJ6vxxKhhvet3DM042p9
590,tucka,moanin',6NYZGuqYGCz5e3njONKlHQ
591,a great big world,kaleidoscope,2SkJKMfjpYsNv0KWOxiegX
592,lil wayne,bill gates,610FzmkhFSsORpECZbjT4X
593,the band,loving you is sweeter than ever,0rllda4hA3GqRhsF6SazEw
594,allan holdsworth,metal fatigue,7zSwlR4q02oXqNqLLn1tGZ
595,george hamilton iv,china doll,0TCyT2ZdKfVJbaRns9kKZc
596,george benson,when love has grown,3KdZ0h53B4Zig3WcG44Euj
597,queen,one year of love,59rzNNiQISFeH3ktzhyOjr
598,cassandra wilson,until,5ZMnNGtJCD9nTyuo6F1r9p
599,uriah heep,circle of hands,1SYwQft4iEJ5tAZcYg1bUM
600,alice cooper,i better be good,5wmwWlwyh72ZvNrLIy8FjD
601,wailing souls,full moon,2QheXUmdf7J59aSVKcHgoR
602,da brat,funkdafied,29VrHhpC5AS9b7XJYDPhqb
603,bob dylan,annie's going to sing her song,2oGXbxg0ZapA8fwRU9rveo
605,jamey johnson,this time,5GvWpHGm0udlQjFjXUa0Ad
606,mndsgn,guess it’s all over,6zuRGCIpH2zZETd7pLQ7yG
607,joe cocker,something to say,3dXF0pa5oF07WI6cX9fXrU
608,rory gallagher,i ain't no saint,50PB9YGCpaAcS53uzSePdr
609,adam calhoun,racism,2Qe16TZa86Mxia9cgSbZoz
610,dean martin,senza fine,2BBH59nyfRuXTC8rpYEPT0
611,the fabulous thunderbirds,scratch my back,6f3OYG5R630tjwFIHIE7j2
612,waylon jennings,the road,4SRHUPhlL8OfjrBd6OhTrs
613,ry cooder & v.m. bhatt,ganges delta blues,6Q8FLlX9nZZRBdmEpbbGKD
615,hot tuna,alumni blues (hot tuna),52F4M0jGBdMet8jqWdpmdg
616,black uhuru,freedom fighter,39PMNhqnKZwOeMdyLNtjQB
617,bing crosby,let me call you sweetheart,0JgpdKK7T18MmjHBNasbWR
618,aaron lewis,party in hell,1RSDFzW5aa1RWyljYsa9tS
619,the upsetters,move me,1ycelhon9reMwqnoISqQzQ
620,koko taylor,i don't care who knows,1FYmhUL5kwz90MddCidCP8
622,cocoa tea,keep on doing it,70S3u367gkBLnWWaNF1WcZ
624,metallica,the memory remains,0vhOJ8a3M2LWnBNrDXJKDl
625,the shins,caring is creepy,1d1Uc9yNUMvUb0RbakGDt0
626,alice cooper,model citizen,0jPYzlUWpk2quz40bawgjW
627,josé gonzález,heartbeats,5YqpHuXpFjDVZ7tY1ClFll
628,bonnie raitt,i can't help myself,4uXR7YMfwMmFSPUWJHGDY4
630,black uhuru,uptown dub,4ft2FN1nb6lSGpb4IWc9HC
631,old crow medicine show,my good gal,7qnyLm2QMpVzXm0XJQKzOx
632,blake shelton,all about tonight,5cQIrML7iJEUsOCNsHqWlB
633,henace,at dizzy's,0UHgJn9wcpxZ8r90Ospbrh
634,bing crosby,swinging on a star,7xy0PAZxzGDOcYzyptvprd
635,dr. hook,what about you,4urwpZN2dhGDqDXUeVLAuJ
636,the beach boys,country air,0gPVwXtUoT1Whc9xtd09PF
638,mother mother,the stand,7BAhzTot56D6Cx5zBq4zRK
639,nashville cast,black roses,4507W8oK5M3FgEFizDqyMm
640,the platters,i give you my word,1P6ClnjGi6RK6vGZj8LsSQ
641,pete rock,one life to live (feat. mc eiht),7mGFQ68R0o0razSwPvxqGB
642,311,inner light spectrum,0Ad93Ruu1wGsmwOKa3at9f
643,dorothy,on my knees,4yDs61mzPcTod9qrBUE3H9
644,willie bobo,fairy tales for two,1kN6Y8g8TomkObrQfhMGkf
645,slayer,criminally insane,2CniHGjlpzDBw3Skj7oplp
646,collin raye,open arms,2rXs8yPV06s9gSofUHkLyv
647,paul mccartney,smile away,2Vy7Ly22pMm4d5xax6gEwG
649,george jones,take the devil out of me,3zsPgGnDiaEXyFr3GO1HcW
650,nina simone,keeper of the flame,6Ar5ViRL0hAtwunNxjLvpt
651,dean martin,bella bella bambina,5D1OXxoEIOSv5eWsw4vFYP
652,johnny mathis,embraceable you,4pmtGfdrkfftP5kOnbYuXE
653,randy crawford,one day i'll fly away,0J8A1ZVyJcRZxFNvtp6jRh
654,kolohe kai,dream girl,3rWBerJZHd5IvS6o3dQEk7
655,tenor saw,roll call,0U9D9G72bS9xo3kevc0aEq
656,michael franks,every time she whispers,4FCI5vsnmWNaBe5MMVn897
657,hank snow,my religion's not old-fashioned (but it's real genuine),4uJTe6iIEWjW48x1SiXl9f
658,jamiroquai,hollywood swinging,1trTUXfLUoIlyVVhvnbp5E
659,prodigy,keep it thoro,2PZgh2Hjn9s2JSpdPB9ti1
660,travis porter,bring it back,6VWUOFXGwH1OgyPrfRONrn
661,maxi priest,promises,0r0N3W8MbLUIv2biTnx1WT
662,the sugarcubes,hit,2Q2CZbdsJ75Ev1IUmcJmvu
663,slowy,showdown,6MMikkxsR7ELTD1w9IKDdC
664,hank williams,with tears in my eyes,7Dydh0F3XllKOswHKZG2Aq
665,the tallest man on earth,love is all,5u9NUat59IiQFVEzZ4r3Np
666,george thorogood & the destroyers,willie and the hand jive,0f0FXdyHWAx3q7XyU9oLMI
667,the green,count to 3,1FRPO2u5RWCSJHv1HLS8XL
668,the sonics,boss hoss,4Ux3HFLGu0lNBnVErTdNo8
670,mild high club,homage,7DcJ6fEBb7BaKuYKTwiDxK
671,aaron tippin,kiss this,038jgLNIvp7QQNf5vILf5d
672,nancy sinatra,summer wine,2JKRZGp4LwT9GGbcXtx2sw
673,dion,havin' fun,5MwAvp85J0t4PDqcQ0DLNQ
674,doyle bramhall ii,life,444nR6LLERVxjgzUyZSVNp
675,diana krall,devil may care,4eoHuUZ7Y7pcPehOtgEn5m
676,smallpools,killer whales,0qnOjNW04qpcgXqD9dwru2
677,megadeth,poison was the cure,5ONVnHYT7srwxU9UDsJH2k
678,al jarreau,fallin',4Vdku373yGR7pG7xdoVAeS
680,william clark green,sticks and stones,0QB6DmkH6n4DOnH0Ltynrc
681,the dear hunter,the fire (remains),0jIHgUfojekFEuGobepy4H
682,johnny mathis,when i fall in love,4IvgU9uF50YnVDaKU5WkSn
683,puddle of mudd,drift and die,4YetrvKdYwgQANVedMth3F
684,the derek trucks band,sailing on,0YqZ7OvzkjADdTx6XsAN0F
685,xavier rudd,nanna,7wpYF1ENhr8kAJJsvCZDHL
686,suicidal tendencies,how will i laugh tomorrow,0pwF4WOZdvnXpSwBZXp1iA
687,"hank williams, jr.",i can't change my tune,3pzsfTChFWRyxXXzRkKstC
688,ini kamoze,hole in the pumpkin,0e7RrbkDirLHxsMlgcJ5bJ
689,american authors,best day of my life,5Hroj5K7vLpIG4FNCRIjbP
691,donny hathaway,take a love song,75RnJ7AGlYm9N5k64ZY17w
692,los hermanos arriagada,poema,70pgnFns8UgV5bA6h0aIH9
693,ryan bingham,endless ways,0SIFpQOZkxPQUjcJd5CC5O
694,kathy mattea,lonesome standard time,2tJZeHNERyf3X8LtZfwAGZ
695,alice cooper,hey stoopid,7gvFV0ndhy4s79EZSGIFXe
696,the smashing pumpkins,the everlasting gaze,4EhbLHYOXzEoPmOfaVoIIW
697,bad religion,supersonic,24Z9YNvIlWNjYraAqyUgSh
699,kenny chesney,who you'd be today,5Vkdh8GfdXmwyJjzPewMWM
700,t-pain,church,7cyBdix7HId2onf99SrJBV
701,the lacs,me and my boys (feat. jb and the moonshine band),46gKSJCAUa5P3PKDaLyt3x
702,electric light orchestra,getting to the point,0v2p5ElZ0p9XZPFnc81wwg
703,the cramps,the creature from the black leather lagoon,7i4FlzwZ8FhdmjlIOS6Mp4
704,violent femmes,jesus walking on the water,3KznBa4MzPvqOch1kT9SvQ
705,foster the people,nevermind,4PZzEAYfBb26M5Fhm8xbZd
706,nina simone,who am i?,0NG2kF1DyL1fbSvPceeCEY
707,samantha fish,miles to go,267R5FQjlJJCgxSlXerVV8
708,twisted sister,the beast,1znYwsMLK6c6r2DnZWHsqS
709,willie nelson,a wonderful yesterday,4HaHRDxay9H9VtVKQgxx3X
710,cake,nugget,1h9Bx0bcEIfiv31E2G58Hf
712,the moody blues,what am i doing here?,2AIryQ2jx6YYHwP5y73tQM
713,stevie nicks,kind of woman,0ehVk4Py6iyLpfruxVYq4S
714,mika,happy ending,1wl3u4FrzcuBv2LQ97Z6TQ
715,dolly parton,down on music row,5lsdQwpGFNzg36l5wBKVPU
716,old dominion,hotel key,33471tzU1VghDg9zNgGRpz
717,buddy guy,one day away,15e3leRc1c26oStnjjiex6
718,eagles of death metal,miss alissa,1dlgaGdQXmsYKMRuewIZkF
719,peter gabriel,down the dolce vita,1ry1CklMZ21SLbdcBaRB3k
721,portishead,biscuit,6dDcfbMUFkFDk6x93kITY7
722,the righteous brothers,unchained melody,2qhASBzpbFhPRtrnZ5lLnz
723,randy rogers band,an empty glass (that's the way the day ends),3tdpwiQQoDsSvA9etI99aG
724,all them witches,call me star,73dwPm6yqBlKMUekCGDvdA
725,dan auerbach,stand by my girl,6LEFWv6jPUy0uoTY9hN6wD
726,fall out boy,the patron saint of liars and fakes,0aHWzIvtnkG3FVcBoFQ6BG
727,uncle tupelo,that year,48NSxuARjOaGLSOw4Ojjg9
728,partynextdoor,break from toronto,5fEB6ZmVkg63GZg9qO86jh
729,the orioles,crying in the chapel,53AD8JznNIb0jUZvwFY6MB
730,paul anka,(i believe) there's nothing stronger than our love,6HH1rzLOFz4GdtLDRpqKdA
731,less than jake,history of a boring town,6xOZCV4EPCupXwvqajSKzq
732,nas,hate me now (feat. puff daddy),0j0yQeR52NUatMLFdkNgKr
733,eddie cochran,sittin' in the balcony,6lZMSnCPm2jStSutrq3k7t
734,kate bush,breathing,50dndMFNoQcxGG8iN2HVbd
735,thom yorke,black swan,3R7bfoEKPkxaukeC3ZSn4o
736,trace adkins,welcome to hell,69iqQSyp530ldltF23gFeY
737,eddy arnold,carry me back to the lone prairie,0C2GwtpfsXGT7ETnFRgDc7
738,slightly stoopid,wicked rebel,2BQbt4lcB3dJS1yv0Wuxnf
739,vybz kartel,punani a mi best friend,7yTLbcJ2XdLQjb8FH2gBJP
740,louis prima,one mint julep,1TDIAHBEvurNCb2D2fvMzr
741,frankie avalon,bobby sox to stockings,3QslWf6jjw6f0by37Zrupd
742,mike ryan,the rewrite,1W3DDO8csBRUTdNITJgpag
743,josh turner,the difference between a woman and a man,5w7486KEvszSIWMeTgdY4X
744,ultramagnetic mc's,"ego trippin' (12"" version)",1V53hVrykkJRV0qd4JUVjl
745,alice in chains,frogs,08IMar818SkF4xZmkNfbi1
746,the jayhawks,settled down like rain,4MpRbPKlRrIHE4TVbpggWA
747,waylon jennings,dreaming my dreams with you,6I4JVo9YbR9LSnb2aZq9yP
748,humble pie,old time feelin',6XUbeoXKal0wPuKohIeSfp
749,katy mcallister,another empty bottle,0RJmnZ23Usaa07LPUe4mGb
750,johnny cash,the walls of a prison,4ex2ha7IThFZY8isfGPyHJ
751,stevie nicks,landslide,5fprEY6WEN1wvFXkgfb22C
752,kofi,do you really want me,3jZvtT36yqTRiCQfv0IRsU
753,bloodhound gang,foxtrot uniform charlie kilo,6uGQKWdjmKvgH1QdDCcM8N
754,wailing souls,act of affection,7nPMsFa65oZMAUHNuTmTVP
756,grupo maximo grado,el hombre del equipo,0M6ubxqeWNNB6RgeobpaV2
757,das efx,jussummen,2jx7xjmIDRlKX6EVjZoqYf
758,regina spektor,us,6zJms3MX11Qu1IKF44LoRW
759,the charlie daniels band,old rock 'n roller,6g7xgIFhsU6G2OkRmArFNT
760,lesley gore,no more tears,7cherVO4o3h27dMT0GiQbm
761,nancy sinatra,greenwich village folk song salesman,6SWQgorfQUePtzedn7btr4
762,"grover washington, jr.",be mine (tonight) (feat. grady tate),2YEPUm6I2jmrh75dIKJou6
763,four tops,it's the same old song,7d1ustAIlXG7ht5Q4IOv7s
764,judy garland,alone together,1wklGpzn3imtERdVytlZoK
765,long beach dub allstars,kick down,5JiWVG8j9TmqwZ8zZGAtjZ
766,bahamas,all the time,0qI1W6chJgvrSAzAkX9JBa
767,vera lynn,besame mucho (kiss me),6w3RBzYJsYj81ZkuYlBeSM
768,steve earle,carrie brown,1THUJz0GXtFR311DgQIZmX
769,jack white,weep themselves to sleep,4V04bHiCEVux579JcZQDDP
771,misfits,london dungeon,3hplBjBmQqR49L8THyjTdb
772,morgan heritage,buss up barriers,1a1MUU4v3BOfsPBvFNqt1Y
773,bukka white,poor boy long ways from home,5dinp9mPq1xH7maN4iK722
774,don philippe,the world connects,2yEZDWES6x7CaETRcFmr9t
775,dennis brown,make it with you,2RiqsYVO1YN3PZHhXz3gHK
776,tesseract,eden,2tBd67cpkdg8jpr8bWI8fT
777,ratt,shame shame shame,6IZxBM9ypX89dYOCLhFfBg
778,shemekia copeland,married to the blues,1wZpmkvPVQXdBLc6MnIpJi
780,al kooper,lookin' for a home,6cuKyevjNVrb4I7BAA9NTv
781,swv,use your heart,1iXtpeHC0i6c7JBrKi3yaq
782,don williams,i keep putting off getting over you,03lfYbaAcL3eG7lo0g7TiX
783,lil wayne,shoot me down,13Mh55MPFYy2O6uby9061n
784,death from above 1979,my love is shared,5jnqqVwo1lWgU7dLxnPFPO
785,donny hathaway,sack full of dreams,5i786tCK4z1NarDDfsvfiI
786,tomorrows bad seeds,early prayers,7tHL2RNd5r67bKd5WITs67
787,jimmy cliff,waterfall,4YU0Q0IBqTq2PUnGZJH7Ki
788,kirk whalum,now 'til forever,4L2lzMYxwE4ObPozyV1idl
789,george jones,that heart belongs to me,6REc8idTpdDdMlMIcnER2F
790,miguel,how many drinks?,5ctk3VJoHoURSiwkCJn2bf
792,michel legrand,sans toi,6Ub63208eZVnT6UPQm4fGH
793,roger miller,my uncle used to love me but she died,3sjUUxnlyM8TfZYQDOxNaK
794,boney james,you can count on me,7qvVHhzqlsObMAFmofBILE
795,carrie underwood,change,5wTFHRvJObSDuvNonvUx9T
796,phil vassar,this is god,2WeGSj8M1jVHpjtaOcV2Mm
797,the ravens,gotta find my baby,6bBY3Of4qMlYgjdVsl85iJ
798,louis armstrong,blue turning grey over you,2e9Ttzg4LAj9SO2eYUKi29
799,meshuggah,suffer in truth,6x8OeZQWzLjuOIWkFrItNc
800,randy houser,anything goes,4dJ5dViPmuNPxOnxbwY1dr
801,38 special,throw out the line,3vrsejqNj2DkxLW0qCcovw
802,ben folds,annie waits,2hDQU47XuGq9CdYRIQD1m6
803,govana,better than that,0Wx7Hxa7GMfIgksIvF6rKP
804,jimi hendrix,can you see me,41j3QgPNvLSoWBucJuInCZ
805,mumford & sons,not with haste,5Tq8P4HOkAk0QN3QklEfvS
806,lefty frizzell,look what thoughts will do,4hRnEc9d92ZoFMZtSQuTVH
807,starland vocal band,afternoon delight,1pBAsoHy7eN9aeVCTAiKua
